method	path	tree	basis	tags	operationId
PATCH	/api/v1/app-connections/github/{connectionId}	core	source	App Connections	updateGitHubAppConnection
DELETE	/api/v1/app-connections/github/{connectionId}	core	source	App Connections	deleteGitHubAppConnection
POST	/api/v1/app-connections/github/{connectionId}/rotate-credentials	core	source	App Connections	rotateGitHubAppConnectionCredentials
GET	/api/v1/app-connections/gitlab	core	source	App Connections	listGitLabAppConnections
POST	/api/v1/app-connections/gitlab	core	source	App Connections	createGitLabAppConnection
GET	/api/v1/app-connections/gitlab/available	core	source	App Connections	listGitLabAvailableAppConnections
GET	/api/v1/app-connections/gitlab/connection-name/{connectionName}	core	source	App Connections	getGitLabAppConnectionByName
GET	/api/v1/app-connections/gitlab/{connectionId}	core	source	App Connections	getGitLabAppConnection
PATCH	/api/v1/app-connections/gitlab/{connectionId}	core	source	App Connections	updateGitLabAppConnection
DELETE	/api/v1/app-connections/gitlab/{connectionId}	core	source	App Connections	deleteGitLabAppConnection
POST	/api/v1/app-connections/gitlab/{connectionId}/rotate-credentials	core	source	App Connections	rotateGitLabAppConnectionCredentials
GET	/api/v1/app-connections/godaddy	core	source	App Connections	listGodaddyAppConnections
POST	/api/v1/app-connections/godaddy	core	source	App Connections	createGodaddyAppConnection
GET	/api/v1/app-connections/godaddy/available	core	source	App Connections	listGodaddyAvailableAppConnections
GET	/api/v1/app-connections/godaddy/connection-name/{connectionName}	core	source	App Connections	getGodaddyAppConnectionByName
GET	/api/v1/app-connections/godaddy/{connectionId}	core	source	App Connections	getGodaddyAppConnection
PATCH	/api/v1/app-connections/godaddy/{connectionId}	core	source	App Connections	updateGodaddyAppConnection
DELETE	/api/v1/app-connections/godaddy/{connectionId}	core	source	App Connections	deleteGodaddyAppConnection
POST	/api/v1/app-connections/godaddy/{connectionId}/rotate-credentials	core	source	App Connections	rotateGodaddyAppConnectionCredentials
GET	/api/v1/app-connections/hashicorp-vault	core	source	App Connections	listHashicorpVaultAppConnections
POST	/api/v1/app-connections/hashicorp-vault	core	source	App Connections	createHashicorpVaultAppConnection
GET	/api/v1/app-connections/hashicorp-vault/available	core	source	App Connections	listHashicorpVaultAvailableAppConnections
GET	/api/v1/app-connections/hashicorp-vault/connection-name/{connectionName}	core	source	App Connections	getHashicorpVaultAppConnectionByName
GET	/api/v1/app-connections/hashicorp-vault/{connectionId}	core	source	App Connections	getHashicorpVaultAppConnection
PATCH	/api/v1/app-connections/hashicorp-vault/{connectionId}	core	source	App Connections	updateHashicorpVaultAppConnection
DELETE	/api/v1/app-connections/hashicorp-vault/{connectionId}	core	source	App Connections	deleteHashicorpVaultAppConnection
POST	/api/v1/app-connections/hashicorp-vault/{connectionId}/rotate-credentials	core	source	App Connections	rotateHashicorpVaultAppConnectionCredentials
GET	/api/v1/app-connections/hasura-cloud	core	source	App Connections	listHasuraCloudAppConnections
POST	/api/v1/app-connections/hasura-cloud	core	source	App Connections	createHasuraCloudAppConnection
GET	/api/v1/app-connections/hasura-cloud/available	core	source	App Connections	listHasuraCloudAvailableAppConnections
GET	/api/v1/app-connections/hasura-cloud/connection-name/{connectionName}	core	source	App Connections	getHasuraCloudAppConnectionByName
GET	/api/v1/app-connections/hasura-cloud/{connectionId}	core	source	App Connections	getHasuraCloudAppConnection
PATCH	/api/v1/app-connections/hasura-cloud/{connectionId}	core	source	App Connections	updateHasuraCloudAppConnection
DELETE	/api/v1/app-connections/hasura-cloud/{connectionId}	core	source	App Connections	deleteHasuraCloudAppConnection
POST	/api/v1/app-connections/hasura-cloud/{connectionId}/rotate-credentials	core	source	App Connections	rotateHasuraCloudAppConnectionCredentials
GET	/api/v1/app-connections/heroku	core	source	App Connections	listHerokuAppConnections
POST	/api/v1/app-connections/heroku	core	source	App Connections	createHerokuAppConnection
GET	/api/v1/app-connections/heroku/available	core	source	App Connections	listHerokuAvailableAppConnections
GET	/api/v1/app-connections/heroku/connection-name/{connectionName}	core	source	App Connections	getHerokuAppConnectionByName
GET	/api/v1/app-connections/heroku/{connectionId}	core	source	App Connections	getHerokuAppConnection
PATCH	/api/v1/app-connections/heroku/{connectionId}	core	source	App Connections	updateHerokuAppConnection
DELETE	/api/v1/app-connections/heroku/{connectionId}	core	source	App Connections	deleteHerokuAppConnection
POST	/api/v1/app-connections/heroku/{connectionId}/rotate-credentials	core	source	App Connections	rotateHerokuAppConnectionCredentials
GET	/api/v1/app-connections/humanitec	core	source	App Connections	listHumanitecAppConnections
POST	/api/v1/app-connections/humanitec	core	source	App Connections	createHumanitecAppConnection
GET	/api/v1/app-connections/humanitec/available	core	source	App Connections	listHumanitecAvailableAppConnections
GET	/api/v1/app-connections/humanitec/connection-name/{connectionName}	core	source	App Connections	getHumanitecAppConnectionByName
GET	/api/v1/app-connections/humanitec/{connectionId}	core	source	App Connections	getHumanitecAppConnection
PATCH	/api/v1/app-connections/humanitec/{connectionId}	core	source	App Connections	updateHumanitecAppConnection
DELETE	/api/v1/app-connections/humanitec/{connectionId}	core	source	App Connections	deleteHumanitecAppConnection
POST	/api/v1/app-connections/humanitec/{connectionId}/rotate-credentials	core	source	App Connections	rotateHumanitecAppConnectionCredentials
GET	/api/v1/app-connections/kemp-loadmaster	core	source	App Connections	listKempLoadmasterAppConnections
POST	/api/v1/app-connections/kemp-loadmaster	core	source	App Connections	createKempLoadmasterAppConnection
GET	/api/v1/app-connections/kemp-loadmaster/available	core	source	App Connections	listKempLoadmasterAvailableAppConnections
GET	/api/v1/app-connections/kemp-loadmaster/connection-name/{connectionName}	core	source	App Connections	getKempLoadmasterAppConnectionByName
GET	/api/v1/app-connections/kemp-loadmaster/{connectionId}	core	source	App Connections	getKempLoadmasterAppConnection
PATCH	/api/v1/app-connections/kemp-loadmaster/{connectionId}	core	source	App Connections	updateKempLoadmasterAppConnection
DELETE	/api/v1/app-connections/kemp-loadmaster/{connectionId}	core	source	App Connections	deleteKempLoadmasterAppConnection
POST	/api/v1/app-connections/kemp-loadmaster/{connectionId}/rotate-credentials	core	source	App Connections	rotateKempLoadmasterAppConnectionCredentials
GET	/api/v1/app-connections/laravel-forge	core	source	App Connections	listLaravelForgeAppConnections
POST	/api/v1/app-connections/laravel-forge	core	source	App Connections	createLaravelForgeAppConnection
GET	/api/v1/app-connections/laravel-forge/available	core	source	App Connections	listLaravelForgeAvailableAppConnections
GET	/api/v1/app-connections/laravel-forge/connection-name/{connectionName}	core	source	App Connections	getLaravelForgeAppConnectionByName
GET	/api/v1/app-connections/laravel-forge/{connectionId}	core	source	App Connections	getLaravelForgeAppConnection
PATCH	/api/v1/app-connections/laravel-forge/{connectionId}	core	source	App Connections	updateLaravelForgeAppConnection
DELETE	/api/v1/app-connections/laravel-forge/{connectionId}	core	source	App Connections	deleteLaravelForgeAppConnection
POST	/api/v1/app-connections/laravel-forge/{connectionId}/rotate-credentials	core	source	App Connections	rotateLaravelForgeAppConnectionCredentials
GET	/api/v1/app-connections/ldap	core	source	App Connections	listLdapAppConnections
POST	/api/v1/app-connections/ldap	core	source	App Connections	createLdapAppConnection
GET	/api/v1/app-connections/ldap/available	core	source	App Connections	listLdapAvailableAppConnections
GET	/api/v1/app-connections/ldap/connection-name/{connectionName}	core	source	App Connections	getLdapAppConnectionByName
GET	/api/v1/app-connections/ldap/{connectionId}	core	source	App Connections	getLdapAppConnection
PATCH	/api/v1/app-connections/ldap/{connectionId}	core	source	App Connections	updateLdapAppConnection
DELETE	/api/v1/app-connections/ldap/{connectionId}	core	source	App Connections	deleteLdapAppConnection
POST	/api/v1/app-connections/ldap/{connectionId}/rotate-credentials	core	source	App Connections	rotateLdapAppConnectionCredentials
GET	/api/v1/app-connections/litellm	core	source	App Connections	listLitellmAppConnections
POST	/api/v1/app-connections/litellm	core	source	App Connections	createLitellmAppConnection
GET	/api/v1/app-connections/litellm/available	core	source	App Connections	listLitellmAvailableAppConnections
GET	/api/v1/app-connections/litellm/connection-name/{connectionName}	core	source	App Connections	getLitellmAppConnectionByName
GET	/api/v1/app-connections/litellm/{connectionId}	core	source	App Connections	getLitellmAppConnection
PATCH	/api/v1/app-connections/litellm/{connectionId}	core	source	App Connections	updateLitellmAppConnection
DELETE	/api/v1/app-connections/litellm/{connectionId}	core	source	App Connections	deleteLitellmAppConnection
POST	/api/v1/app-connections/litellm/{connectionId}/rotate-credentials	core	source	App Connections	rotateLitellmAppConnectionCredentials
GET	/api/v1/app-connections/microsoft-intune	core	source	App Connections	listMicrosoftIntuneAppConnections
POST	/api/v1/app-connections/microsoft-intune	core	source	App Connections	createMicrosoftIntuneAppConnection
GET	/api/v1/app-connections/microsoft-intune/available	core	source	App Connections	listMicrosoftIntuneAvailableAppConnections
GET	/api/v1/app-connections/microsoft-intune/connection-name/{connectionName}	core	source	App Connections	getMicrosoftIntuneAppConnectionByName
GET	/api/v1/app-connections/microsoft-intune/{connectionId}	core	source	App Connections	getMicrosoftIntuneAppConnection
PATCH	/api/v1/app-connections/microsoft-intune/{connectionId}	core	source	App Connections	updateMicrosoftIntuneAppConnection
DELETE	/api/v1/app-connections/microsoft-intune/{connectionId}	core	source	App Connections	deleteMicrosoftIntuneAppConnection
POST	/api/v1/app-connections/microsoft-intune/{connectionId}/rotate-credentials	core	source	App Connections	rotateMicrosoftIntuneAppConnectionCredentials
GET	/api/v1/app-connections/mongodb	core	source	App Connections	listMongoDbAppConnections
POST	/api/v1/app-connections/mongodb	core	source	App Connections	createMongoDbAppConnection
GET	/api/v1/app-connections/mongodb/available	core	source	App Connections	listMongoDbAvailableAppConnections
GET	/api/v1/app-connections/mongodb/connection-name/{connectionName}	core	source	App Connections	getMongoDbAppConnectionByName
GET	/api/v1/app-connections/mongodb/{connectionId}	core	source	App Connections	getMongoDbAppConnection
PATCH	/api/v1/app-connections/mongodb/{connectionId}	core	source	App Connections	updateMongoDbAppConnection
DELETE	/api/v1/app-connections/mongodb/{connectionId}	core	source	App Connections	deleteMongoDbAppConnection
POST	/api/v1/app-connections/mongodb/{connectionId}/rotate-credentials	core	source	App Connections	rotateMongoDbAppConnectionCredentials
GET	/api/v1/app-connections/mssql	core	source	App Connections	listMsSqlAppConnections
POST	/api/v1/app-connections/mssql	core	source	App Connections	createMsSqlAppConnection
GET	/api/v1/app-connections/mssql/available	core	source	App Connections	listMsSqlAvailableAppConnections
GET	/api/v1/app-connections/mssql/connection-name/{connectionName}	core	source	App Connections	getMsSqlAppConnectionByName
GET	/api/v1/app-connections/mssql/{connectionId}	core	source	App Connections	getMsSqlAppConnection
PATCH	/api/v1/app-connections/mssql/{connectionId}	core	source	App Connections	updateMsSqlAppConnection
DELETE	/api/v1/app-connections/mssql/{connectionId}	core	source	App Connections	deleteMsSqlAppConnection
POST	/api/v1/app-connections/mssql/{connectionId}/rotate-credentials	core	source	App Connections	rotateMsSqlAppConnectionCredentials
GET	/api/v1/app-connections/mysql	core	source	App Connections	listMySqlAppConnections
POST	/api/v1/app-connections/mysql	core	source	App Connections	createMySqlAppConnection
GET	/api/v1/app-connections/mysql/available	core	source	App Connections	listMySqlAvailableAppConnections
GET	/api/v1/app-connections/mysql/connection-name/{connectionName}	core	source	App Connections	getMySqlAppConnectionByName
GET	/api/v1/app-connections/mysql/{connectionId}	core	source	App Connections	getMySqlAppConnection
PATCH	/api/v1/app-connections/mysql/{connectionId}	core	source	App Connections	updateMySqlAppConnection
DELETE	/api/v1/app-connections/mysql/{connectionId}	core	source	App Connections	deleteMySqlAppConnection
POST	/api/v1/app-connections/mysql/{connectionId}/rotate-credentials	core	source	App Connections	rotateMySqlAppConnectionCredentials
